Timestamp,Ch0_Alpha,Ch0_Beta,Ch0_Gamma,Ch1_Alpha,Ch1_Beta,Ch1_Gamma,Ch2_Alpha,Ch2_Beta,Ch2_Gamma,Ch3_Alpha,Ch3_Beta,Ch3_Gamma
1733462004.4892273,13129.703125,36521.890625,28291.91015625,-9405.5234375,54051.265625,26568.328125,9662.2421875,40830.265625,29898.4921875,9750.578125,40756.8125,29922.57421875
1733462004.522535,-211.625,42553.109375,31396.078125,-13879.1796875,35831.75,29931.62109375,9609.3203125,39436.265625,29926.7578125,9623.4296875,39479.75,29923.91015625
1733462004.5558417,3429.953125,39519.96875,30244.3359375,4747.421875,41730.765625,31340.8125,9156.109375,40328.9375,30079.41796875,9156.71875,40307.59375,30064.4296875
1733462004.5783606,15106.890625,39405.140625,28687.125,41878.328125,27527.125,,,,,,,
1733462004.590305,,,,,,29039.296875,11320.3515625,39348.5,29901.48046875,11264.7578125,39399.484375,29905.546875
1733462004.616336,15451.234375,41018.296875,31138.9921875,-3098.2109375,53600.171875,29747.49609375,9969.6953125,40490.9375,30046.74609375,10000.328125,40442.078125,30046.59375
1733462004.6398473,8143.8671875,39574.59375,29851.46484375,1064.0546875,40156.671875,29394.328125,8725.140625,39979.65625,30003.046875,8733.7421875,39996.109375,30005.98828125
1733462004.67317,6070.3984375,40273.90625,29862.10546875,26134.6796875,35094.328125,26768.5546875,9313.6796875,39898.28125,30023.61328125,9332.3125,39891.5,30018.0703125
1733462004.7067962,7500.296875,41033.140625,29484.43359375,-3716.5859375,45495.015625,33247.59375,10887.7890625,40093.171875,29930.89453125,10876.28125,40096.96875,29934.3515625
1733462004.7340941,18462.8359375,36081.875,30892.79296875,-1697.703125,35093.5,30430.828125,11257.6796875,39752.765625,30017.5546875,11228.171875,39743.25,30026.015625
1733462004.7729955,9919.09375,43376.921875,29935.03125,10037.03125,39334.875,30027.97265625,9581.9453125,40324.015625,29997.4921875,9573.2734375,40320.90625,29993.1328125
1733462004.796261,8015.5234375,39282.5,29916.24609375,27787.2109375,44018.0625,32346.5625,9336.625,39859.40625,29997.5625,9341.8984375,39863.5,30009.05859375
1733462004.8315864,9979.9609375,39726.0,29926.51171875,27479.0546875,32485.078125,26081.109375,9954.5546875,40012.78125,30004.6875,9966.5078125,40012.90625,29994.12890625
1733462004.8552063,10326.5078125,40030.015625,30032.765625,-6969.4296875,56008.40625,29486.26171875,10382.9921875,39893.28125,,,,
1733462004.8717632,,,,,,,,,30014.54296875,10375.5859375,39895.46875,30023.05078125
1733462004.8989248,10013.828125,40122.03125,29927.35546875,17575.7734375,26727.5625,30016.6875,10114.8203125,40120.4375,30003.75,10120.2109375,40102.234375,30007.5
1733462004.9259417,11495.171875,42093.78125,30368.33203125,21215.640625,39372.46875,32249.1796875,10843.6328125,39885.046875,30094.16015625,10778.7578125,39914.53125,30078.2109375
1733462004.948962,17357.078125,34528.609375,30032.625,-22045.0625,51180.921875,30033.5625,9813.625,40643.9375,29839.23046875,9884.734375,40607.25,29837.19140625
1733462004.9825704,5243.0078125,43383.40625,29936.765625,,,,,,,,,
1733462004.9943528,,,,-983.0,29044.65625,30316.9921875,10462.46875,39120.984375,30046.5,10490.21875,39154.234375,30056.33203125
1733462005.0201669,-5.984375,40544.046875,29780.82421875,13757.5234375,40930.75,30533.02734375,8878.3515625,40428.703125,30028.55859375,8878.2578125,40425.578125,30027.1171875
1733462005.0476305,7655.078125,39297.125,29960.671875,23261.5703125,44006.296875,29837.47265625,9623.3828125,40044.53125,29980.08984375,9616.5859375,40035.625,29983.37109375
1733462005.0697587,12859.8671875,,,,,,,,,,,
1733462005.080482,,39801.453125,30018.05859375,16324.9375,36478.828125,29808.17578125,9953.3125,39712.453125,29994.73828125,9924.765625,39721.84375,29994.33984375
1733462005.1030016,13222.9375,40599.3125,30065.8828125,6926.2890625,42798.59375,29927.15625,9671.2421875,40273.6875,29996.015625,9678.1328125,40267.171875,29989.18359375
1733462005.135719,12125.03125,39452.078125,30054.4921875,10942.3515625,36425.09375,29820.24609375,10141.8671875,,,,,
1733462005.1500177,,,,,,,,39711.703125,29997.421875,10128.0625,39716.0,29997.0703125
1733462005.1724365,10172.6640625,40599.515625,29939.4140625,8651.96875,45073.109375,30114.0,9849.859375,40218.03125,29981.53125,9851.59375,40216.84375,29989.32421875
1733462005.201184,11050.3046875,39523.359375,29885.4609375,37608.765625,36787.0625,28984.44140625,9958.2109375,39905.71875,30017.6484375,9957.90625,39903.296875,30008.9296875
1733462005.2269611,7184.546875,39663.59375,30015.7265625,28226.5,35733.0625,32240.109375,10081.3046875,39959.1875,29988.26953125,10080.3671875,39963.796875,29986.98046875
1733462005.261857,10718.3828125,42200.6875,29770.2421875,-32857.6953125,48470.265625,27849.22265625,10600.3046875,40212.625,29999.28515625,10616.96875,40197.984375,30006.3984375
1733462005.2954483,16158.625,36251.25,30354.0234375,-11178.359375,39364.0,30264.0703125,10746.578125,39677.09375,30055.11328125,10745.078125,39687.8125,30055.125
1733462005.321706,7179.4375,44003.4375,31007.53125,39468.5546875,26122.40625,29025.45703125,10853.125,39893.671875,30071.54296875,10737.9765625,39920.65625,30061.171875
1733462005.349196,16290.015625,32927.984375,30020.54296875,-18827.28125,61022.46875,30160.546875,8921.921875,41129.390625,29805.83203125,9034.1875,41066.421875,29817.796875
1733462005.382988,2322.3203125,45946.09375,29153.51953125,5051.40625,25196.515625,31456.23046875,10833.34375,38644.65625,30066.26953125,10899.2734375,38676.890625,30065.90625
1733462005.4157968,925.984375,39501.71875,29727.17578125,14232.1328125,42989.59375,30057.2109375,8785.3515625,40683.796875,30009.01171875,8766.4140625,40697.890625,30001.96875
1733462005.443836,8456.921875,39444.765625,29962.3359375,15011.7578125,42008.390625,30023.53125,8860.2578125,39856.015625,29999.70703125,8844.0859375,39832.546875,30001.7109375
1733462005.4763677,14608.3046875,39653.65625,30180.984375,26163.7890625,37310.6875,32238.03515625,10631.4765625,39656.375,30118.7578125,10607.875,39668.984375,30126.4921875
1733462005.501348,10530.390625,40290.75,30578.12109375,28886.1015625,,,,,,,,
1733462005.5164967,,,,,40202.515625,28410.0,9100.9609375,40616.296875,29924.53125,9064.328125,40633.046875,29917.51171875
1733462005.5394347,14836.984375,40905.96875,29755.76953125,3772.09375,46353.140625,31945.8984375,10386.4375,39715.984375,29997.57421875,10392.953125,39690.71875,29993.87109375
1733462005.560979,15985.234375,,,,,,,,,,,
1733462005.5744886,,37477.109375,30897.5625,24990.0625,27469.984375,26799.87890625,12051.5078125,39378.640625,30127.3125,11960.7578125,39406.46875,30132.57421875
1733462005.5985324,9583.8671875,41917.515625,29267.07421875,-17385.21875,54153.5625,30778.20703125,9676.375,41302.09375,29834.8828125,9798.1796875,41253.890625,29822.87109375
1733462005.6252933,7079.8046875,38789.0,29495.68359375,-12316.53125,33462.765625,30214.93359375,9895.5390625,39002.265625,30003.4453125,9947.546875,39039.6875,30013.6171875
1733462005.662811,2218.3046875,42056.765625,29885.2734375,6186.765625,39174.984375,30102.140625,8727.8828125,40431.046875,30006.65625,8716.6796875,40426.890625,30013.04296875
1733462005.684806,8132.171875,38902.25,30012.375,17978.125,41065.859375,29781.97265625,,,,,,
1733462005.696543,,,,,,,9510.6015625,39827.109375,29980.65234375,9492.90625,39815.40625,29982.1875
1733462005.7177322,12354.296875,40040.984375,30025.6875,21266.265625,39741.640625,29855.30859375,10324.328125,39965.828125,29998.60546875,10291.5859375,39981.828125,29991.31640625
1733462005.7506893,13512.4375,39745.3125,29544.52734375,37593.6484375,39472.25,29487.85546875,10538.9453125,39958.1875,30018.328125,10491.9296875,39949.171875,30017.3203125
1733462005.7763205,7973.125,44153.484375,,,,,,,,,,
1733462005.7914917,,,29673.09375,-4620.3125,46851.203125,30317.21484375,9825.8359375,40440.078125,29937.890625,9854.125,40428.796875,29941.4765625
1733462005.8139093,17784.71875,33308.265625,30665.109375,-4361.0703125,34292.671875,30201.046875,10650.5078125,39423.359375,30041.3671875,10676.078125,39440.65625,30025.5234375
1733462005.8415086,6400.703125,44293.125,30041.12109375,11687.4296875,37942.75,30052.51171875,9855.5078125,40319.390625,29999.0390625,9855.8828125,40318.015625,30013.13671875
1733462005.8738606,7452.296875,38539.5625,30047.21484375,15057.8828125,42064.96875,30009.64453125,9897.0390625,39899.375,29998.21875,9890.1953125,39898.03125,29990.5546875
1733462005.9136596,10242.5078125,39869.78125,30037.51171875,13310.59375,39704.34375,30001.88671875,10044.8828125,39992.703125,30004.03125,10030.046875,39987.296875,30013.39453125
1733462005.940623,10469.1015625,40270.90625,30022.4296875,11018.0546875,39899.71875,29994.375,9998.828125,40020.34375,29998.25390625,10019.6640625,40010.796875,29995.5703125
1733462005.9636476,10146.34375,40114.828125,29915.5078125,9734.96875,40034.4375,29998.25390625,9977.8515625,39994.078125,29996.390625,9965.6171875,40019.546875,29993.15625
1733462005.9912345,10364.546875,39741.1875,29973.26953125,9179.59375,39990.703125,29997.76171875,9991.375,,,,,
1733462006.0022922,,,,,,,,39983.4375,29992.83984375,9993.4375,39970.0625,30006.31640625
1733462006.0258017,9924.0859375,40145.5,29984.4375,9115.796875,40006.03125,29997.08203125,9962.078125,40014.0,30004.37109375,9962.734375,40013.203125,29990.73046875
1733462006.0594542,10937.59375,40050.6875,30122.42578125,21537.4375,43492.875,30823.875,11210.4765625,40051.171875,30064.48828125,11212.46875,40030.859375,30072.9609375
1733462006.0931332,8628.015625,39180.609375,30472.59375,29004.3671875,27504.21875,30665.859375,10049.546875,40153.796875,29929.88671875,9960.859375,40242.609375,29904.7265625
1733462006.115492,11937.90625,41445.703125,29781.69140625,-15713.4921875,54736.828125,28588.46484375,10453.0,39474.125,30019.3828125,10558.890625,39379.578125,30033.05859375
1733462006.153544,9837.0390625,39174.484375,29623.55859375,-3026.4921875,38644.984375,26869.171875,7495.46875,40659.0625,29933.1328125,7503.71875,40685.09375,29930.25
1733462006.1766565,7671.6484375,40010.328125,30136.59375,30304.515625,29045.171875,32882.82421875,9678.9765625,39323.453125,30035.91796875,9521.453125,39359.40625,30047.63671875
1733462006.2087348,6483.0859375,39429.015625,30030.48046875,5587.2578125,49277.71875,30356.89453125,9341.921875,39960.0625,30089.953125,9424.0,39934.03125,30075.22265625
1733462006.2415707,5153.96875,43036.859375,29319.08203125,38.1484375,37666.75,29395.13671875,,,,,,
1733462006.2546463,,,,,,,8414.40625,40845.28125,29897.765625,8607.5078125,40812.34375,29913.421875
1733462006.2822447,23762.6171875,34953.1875,30878.82421875,4429.75,37762.09375,31003.0078125,11720.359375,39013.34375,30085.546875,11714.4765625,39065.109375,30077.02734375
1733462006.3042595,9934.09375,44944.5,31357.27734375,-3514.6953125,38907.28125,30731.625,10719.671875,40947.328125,29916.48046875,10716.7421875,40899.296875,29919.94921875
1733462006.3387384,16126.0234375,32629.5,27547.4765625,-11819.1640625,48513.390625,29397.234375,13173.3671875,39488.234375,29993.9296875,13065.859375,39508.484375,29999.49609375
1733462006.3752096,467.9921875,45052.8125,30904.06640625,21247.8671875,30503.8125,29524.3359375,11162.8515625,39804.859375,30020.765625,11081.359375,39812.046875,30011.12109375
1733462006.4012408,-1136.8203125,40839.484375,29827.95703125,17795.6875,44884.828125,29749.3359375,7305.6015625,40621.59375,30002.7890625,7304.640625,40622.671875,30005.40234375
1733462006.4284484,9701.7578125,38474.859375,29994.43359375,16897.8203125,39341.453125,30041.2265625,8230.9609375,39520.765625,30007.8984375,8251.9140625,39523.609375,30004.18359375
1733462006.451742,15542.265625,40493.203125,30192.57421875,29283.296875,,,,,,,,
1733462006.4658146,,,,,37897.9375,31375.91015625,10781.3359375,39910.1875,30154.96875,10796.171875,39891.796875,30163.65234375
1733462006.4879248,15001.75,40917.859375,29838.328125,24441.9765625,43640.59375,28999.23046875,11051.96875,,,,,
1733462006.5024347,,,,,,,,40746.703125,29791.734375,11060.171875,40751.28125,29786.90625
1733462006.5258195,12173.5234375,38786.640625,30197.109375,17338.1171875,42169.328125,28145.91796875,10166.0078125,39076.5,30097.125,10115.7578125,39055.078125,30102.94921875
1733462006.5528457,9308.3125,40424.25,29948.94140625,22881.7421875,31583.71875,31344.7734375,8652.90625,40585.890625,29936.203125,8520.6953125,40635.421875,29939.2265625
1733462006.578353,5034.390625,40478.78125,30107.7421875,-17917.625,44234.03125,29763.43359375,9234.2734375,40083.703125,29747.68359375,9424.5859375,40057.53125,
1733462006.5919561,,,,,,,,,,,,29743.0546875
1733462006.6129742,17374.9140625,37465.328125,30011.00390625,-17406.5,43376.3125,31006.67578125,11691.2265625,38763.4375,30192.8671875,11833.3515625,38765.40625,30197.9296875
1733462006.6472669,6964.4453125,43197.546875,29791.44140625,31159.515625,30066.15625,29496.50390625,6310.9140625,41927.8125,30082.74609375,6359.5,41921.09375,30080.578125
1733462006.6731093,3803.2421875,39828.171875,29982.5390625,16098.578125,48702.734375,29843.87109375,9315.5546875,38807.796875,30034.51171875,9266.546875,38820.625,30024.66796875
1733462006.7083812,11020.328125,38476.65625,30019.8984375,2490.7421875,38840.546875,29735.49609375,11754.296875,40094.75,29972.19140625,11683.6796875,40083.65625,29975.7890625
1733462006.730196,10721.6875,41428.75,30224.2734375,-15522.5234375,,,,,,,,
1733462006.7417183,,,,,39470.578125,28753.96875,13957.609375,40532.375,29967.8203125,13841.03125,40535.1875,29967.85546875
1733462006.7632828,23386.4453125,36198.796875,30089.63671875,832.9375,39290.71875,31498.828125,13930.796875,39048.390625,30012.17578125,13843.0,39052.921875,30013.96875
1733462006.7978318,6645.625,44078.109375,29620.8984375,23369.6640625,38842.1875,29666.82421875,7528.140625,40848.390625,29992.4296875,7550.1015625,40836.578125,29991.7734375
1733462006.82302,1016.125,39751.21875,30000.78515625,17219.0078125,41406.59375,30261.80859375,,,,,,
1733462006.8382103,,,,,,,5911.421875,39786.25,30005.70703125,5969.78125,39792.515625,30003.41015625
1733462006.8604085,7730.8984375,38492.28125,30017.0390625,8975.453125,40930.640625,30058.86328125,8296.9609375,39751.09375,29994.890625,8342.6875,39754.390625,29999.90625
1733462006.8882773,11101.75,40793.78125,30028.078125,14400.671875,38527.375,30002.2265625,10219.9609375,40131.59375,29999.26171875,10245.5546875,40124.046875,29995.8984375
1733462006.9203098,13077.6484375,40070.09375,30003.5390625,28401.8125,43869.640625,30790.8046875,12055.1171875,40149.265625,29969.5078125,12061.9609375,40141.3125,29967.83203125
1733462006.958184,10502.5234375,38589.03125,30569.9765625,39326.7578125,27704.75,31253.00390625,10936.984375,39884.140625,30172.6875,10811.8046875,39972.265625,30153.92578125
1733462006.986685,10852.8203125,43045.0,29572.20703125,-14225.6328125,56313.03125,28127.54296875,11073.0859375,39885.734375,29876.12109375,11207.7109375,39766.59375,29895.59765625
1733462007.0087447,11636.8046875,36991.6875,29805.4453125,-8242.1328125,33758.375,30515.6953125,8275.7265625,39804.5625,30041.9296875,8305.09375,39856.875,30041.00390625
1733462007.03585,6723.625,42245.890625,30129.3984375,30666.953125,32272.59375,29397.03515625,8496.1796875,40688.65625,30019.25390625,8363.5,,
1733462007.0466545,,,,,,,,,,,40677.4375,30023.54296875
1733462007.0681965,9276.34375,38654.109375,29895.41015625,10659.765625,48686.65625,29950.79296875,11119.234375,39281.765625,29916.08203125,11051.5234375,,
1733462007.0790155,,,,,,,,,,,39280.875,29921.484375
1733462007.1074953,10032.1796875,40389.0625,30023.6484375,-3341.75,39228.25,29958.66796875,10094.03125,40467.421875,30000.24609375,10165.046875,40465.75,29996.00390625
1733462007.129885,10450.421875,39891.40625,29980.3125,-498.875,38318.75,29997.46875,9737.7109375,39846.703125,29996.9765625,9811.890625,39864.765625,29995.6640625
1733462007.1678953,10049.3125,39712.875,29785.8046875,4537.5390625,38983.5625,29127.984375,9800.2890625,39914.828125,29961.5859375,9842.5234375,39914.453125,29969.23828125
1733462007.189908,6839.59375,43757.53125,29041.6640625,-12120.1953125,45988.28125,30580.74609375,10488.5546875,40575.828125,29995.76953125,10687.4453125,40520.953125,29994.703125
1733462007.2272482,20776.28125,32240.671875,31149.796875,12065.5,34086.453125,30310.91015625,11694.0625,38971.953125,30045.71484375,11664.8359375,39038.28125,30032.14453125
1733462007.255262,4068.0390625,46055.71875,30015.90234375,25152.53125,38982.8125,30287.625,,,,,,
1733462007.267078,,,,,,,8047.609375,40831.328125,29998.67578125,7931.78125,40826.828125,30001.88671875
1733462007.2894967,4746.4609375,38266.03125,30010.30078125,12268.3515625,44046.359375,29697.52734375,8268.625,39696.21875,30000.984375,8181.15625,39671.96875,30003.0703125
1733462007.311833,10187.03125,39435.9375,,,,,,,,,,
1733462007.3243442,,,30045.65625,17690.9921875,43620.171875,29282.7890625,9949.09375,39756.25,29992.72265625,9905.1484375,39757.484375,30000.90234375
1733462007.346393,9927.6015625,40500.21875,30419.2734375,36292.375,24061.265625,29270.015625,10934.40625,40623.046875,29999.953125,10948.421875,40607.28125,30001.13671875
1733462007.3799632,16214.78125,38941.84375,29777.14453125,-12013.953125,,,,,,,,
1733462007.3914757,,,,,56480.984375,32206.453125,11612.8984375,39365.234375,30020.33203125,11562.1328125,39402.359375,30011.28515625
1733462007.4182174,10263.2265625,41744.890625,29697.92578125,5301.765625,31511.953125,29267.16796875,9888.9296875,40630.859375,29986.27734375,9899.3125,40619.59375,29984.578125
1733462007.4452348,8204.359375,39203.21875,30095.63671875,25729.8203125,43601.875,29416.3125,10593.2265625,39060.6875,30060.5859375,10611.53125,39043.5625,30059.87109375
1733462007.4714956,6047.6875,39955.15625,30560.671875,28452.8359375,26560.34375,33862.125,8694.015625,40991.796875,29967.4453125,8711.5703125,41016.5,29969.58984375
1733462007.5053961,15440.546875,39032.109375,29749.32421875,-25727.140625,61614.21875,27139.53515625,11065.3515625,39227.21875,29991.12890625,11078.1484375,39213.265625,29987.44921875
1733462007.5384567,10415.6171875,41576.484375,29603.14453125,465.0859375,27973.828125,29493.1875,10092.953125,40390.0625,29960.6953125,10083.3671875,40390.1875,29971.11328125
1733462007.5657852,6702.7890625,39905.296875,29955.83203125,23000.9921875,49779.0,28282.5234375,9230.59375,39956.78125,30049.78125,9234.3203125,39954.140625,30042.52734375
1733462007.5938013,6919.9609375,41268.234375,29363.21484375,29407.609375,22556.09375,31141.1953125,9408.7890625,40244.265625,29908.08984375,9428.8515625,40248.765625,29908.04296875
1733462007.6208189,16846.9609375,35884.8125,30699.65625,-14082.1015625,,,,,,,,
1733462007.6323211,,,,,57821.796875,30932.8828125,11083.9140625,39434.609375,30051.26953125,11079.9765625,39438.296875,30045.6796875
1733462007.6535246,8071.0234375,43519.734375,30020.109375,8275.0703125,,,,,,,,
1733462007.6644874,,,,,31261.9375,29767.171875,9966.484375,40424.609375,29996.58984375,9965.59375,40421.078125,30008.015625
1733462007.6859958,8015.171875,38971.0,30008.00390625,15301.09375,43029.234375,29998.5,9654.6015625,39892.203125,30004.48828125,9656.7109375,39895.359375,29999.578125
1733462007.7205243,9980.59375,39773.609375,29995.11328125,14726.2890625,40332.328125,29986.44140625,9830.453125,39955.46875,29999.80078125,9830.8515625,39962.03125,29991.2109375
1733462007.757645,10411.234375,40375.453125,29956.265625,12731.8984375,39569.859375,30006.48046875,9954.015625,40040.796875,29994.15234375,9948.4609375,40035.875,30000.1640625
1733462007.7809415,10391.1015625,39846.859375,29985.87890625,11015.78125,40562.328125,30460.41796875,10012.515625,39980.96875,29988.64453125,10008.203125,39971.015625,29991.78515625
1733462007.812914,8906.1953125,39357.171875,30194.6015625,32864.21875,35877.40625,32900.1328125,9741.4140625,40513.078125,29816.70703125,9815.546875,40515.671875,29817.421875
1733462007.8346481,14522.171875,42267.84375,30074.96484375,4929.34375,47373.46875,,,,,,,
1733462007.851905,,,,,,26798.02734375,13118.2421875,38756.609375,30189.59765625,13040.59375,38773.453125,30190.88671875
1733462007.8744168,11502.34375,37661.5,29858.89453125,-2947.0625,41149.625,28112.58984375,8245.234375,40970.03125,30121.0078125,8182.890625,40943.828125,30116.40234375
1733462007.9068928,4271.4765625,41366.0625,29997.8203125,22320.4609375,28843.1875,31683.796875,8238.6953125,39655.9375,29919.1640625,8177.640625,39685.578125,29917.91015625
1733462007.9295163,7808.265625,38821.546875,29815.3359375,1269.3671875,48363.4375,30072.71484375,10119.6484375,39690.5625,29939.109375,10132.6328125,39686.125,29944.59375
1733462007.9616702,7405.65625,41737.546875,29760.92578125,-8011.1796875,37503.625,29437.95703125,8056.328125,40958.375,29967.94921875,8258.875,40920.28125,29970.85546875
1733462007.9935126,15960.9296875,37271.109375,30398.953125,-2403.0546875,41820.546875,31204.65234375,10299.34375,39241.703125,30048.52734375,10384.6796875,39277.15625,30043.65234375
1733462008.0271306,10449.6953125,42023.234375,29950.1953125,-8942.09375,45818.015625,25284.28125,11206.9375,39986.390625,30024.33984375,11153.3125,39998.34375,30020.2734375
1733462008.0501614,6917.3125,39300.40625,30446.61328125,29613.765625,24560.65625,35900.8828125,10568.1484375,40907.015625,,,,
1733462008.0622616,,,,,,,,,29911.5703125,10560.90625,40848.421875,29920.48828125
1733462008.085001,14372.8515625,39742.765625,29832.28125,10460.546875,55921.109375,28660.40625,12948.4375,38733.578125,30083.00390625,12826.84375,38782.09375,30084.9140625
1733462008.1212509,11287.09375,40504.796875,29678.8125,11156.8515625,36654.984375,29617.921875,9475.5859375,40809.234375,29981.4140625,9438.109375,40784.296875,29979.515625
1733462008.1449134,6424.1640625,40569.6875,30024.10546875,11255.453125,40775.46875,29991.421875,8166.90625,39862.4375,30004.6640625,8170.5390625,39885.859375,29994.46875
1733462008.1771936,8659.4921875,39130.59375,29973.515625,16227.71875,39622.140625,30000.76171875,9109.46875,,,,,
1733462008.189697,,,,,,,,39827.359375,29992.9453125,9129.9765625,39818.5,29994.17578125
1733462008.2157798,10357.4921875,40229.28125,29999.5078125,17936.3359375,40100.3125,30002.6953125,9982.515625,40073.96875,30001.9921875,9989.59375,40064.203125,30003.01171875
1733462008.239996,10652.359375,40066.21875,30015.50390625,15973.703125,40159.765625,29997.421875,10286.4765625,40008.65625,29997.69140625,10301.1015625,40008.5625,30000.6328125
1733462008.2730837,10422.4140625,39986.15625,30013.1015625,12923.1015625,40022.625,30000.9375,10283.8515625,39998.375,29998.83984375,10292.875,40005.359375,30003.10546875
1733462008.3001082,10241.3125,39981.921875,29998.2890625,10450.3046875,40008.765625,29992.67578125,10186.796875,39995.25,30001.5234375,,,
1733462008.3131368,,,,,,,,,,10186.28125,40003.609375,29995.53515625
1733462008.3387694,10125.671875,40005.25,29976.66796875,8962.0,40008.109375,30001.21875,10086.7890625,40007.875,29990.3671875,10083.2734375,39999.96875,29999.671875
1733462008.3662102,9938.265625,39978.125,29991.26953125,8420.8046875,39993.421875,29997.65625,10028.8984375,39983.0625,30009.2578125,10027.3984375,39983.796875,30002.75390625
1733462008.3897083,9746.0546875,40046.5625,29996.05078125,8398.6328125,39985.0625,29999.6484375,9973.609375,40008.796875,29997.83203125,9973.9140625,40011.65625,29994.85546875
1733462008.421521,10040.640625,39952.28125,,,,,,,,,,
1733462008.4352236,,,30016.59375,8592.9296875,40023.21875,29999.56640625,9958.4453125,40015.109375,30000.50390625,9972.859375,40001.328125,29997.84375
1733462008.4622405,10042.4453125,40002.96875,30005.16796875,8881.8671875,39981.828125,30000.4921875,9994.46875,39973.0,29995.171875,9981.1328125,39987.0625,29999.19140625
1733462008.48442,9887.921875,40076.953125,30002.7890625,9187.421875,40007.84375,29993.6953125,9960.1796875,40013.65625,30005.70703125,9959.3828125,40018.59375,30001.125
1733462008.518457,10089.8359375,39866.609375,30002.953125,9457.8671875,39987.359375,30007.5,9988.75,39988.921875,29994.5625,9994.5625,39980.234375,30001.125
1733462008.5414815,9875.40625,40095.0,,,,,,,,,,
1733462008.5521805,,,29970.0234375,9580.0234375,40019.75,29993.8359375,9975.625,40002.984375,29999.1328125,9977.0546875,40006.484375,29996.8828125
1733462008.5797446,9965.1484375,39967.6875,29996.90625,9737.125,39984.21875,30005.2265625,9995.96875,39999.046875,30001.40625,9989.9453125,39995.453125,29993.4609375
1733462008.602201,10037.3359375,40048.8125,,,,,,,,,,
1733462008.6149604,,,30109.265625,16247.6171875,46062.859375,28615.30078125,9928.0234375,40052.90625,30090.2578125,9924.6015625,40046.0625,30096.046875
1733462008.638206,11156.2421875,39072.796875,29791.78125,45446.2890625,22640.515625,30339.48046875,11180.265625,39519.09375,29971.4296875,11048.7578125,39561.515625,29978.578125
1733462008.6659086,7908.859375,43836.0,29555.05078125,-26263.015625,58713.1875,31559.296875,9469.3515625,,,,,
1733462008.6774657,,,,,,,,40790.953125,29982.90234375,9616.84375,40700.703125,29973.75
1733462008.6985571,13809.71875,35130.375,30470.37890625,-24181.390625,34551.8125,29334.24609375,9088.09375,39716.171875,29938.640625,9150.2265625,39779.5,29942.05078125
1733462008.731463,6699.4140625,42859.0,30086.61328125,13363.421875,35064.359375,30156.66796875,9651.2734375,39887.328125,30012.84375,9651.484375,39885.015625,30017.12109375
1733462008.7649047,8728.9140625,38791.28125,29990.73046875,21686.78125,43308.53125,30046.48828125,10134.859375,39995.328125,29997.8671875,10096.75,39991.21875,29993.0625
1733462008.7862387,10468.796875,40153.390625,30004.98046875,17610.15625,40117.25,,,,,,,
1733462008.801124,,,,,,29980.3828125,10143.484375,40050.453125,30001.39453125,10118.5703125,40049.875,30001.078125
1733462008.8238685,10778.1015625,40119.40625,30005.05078125,14527.3515625,39174.125,29984.80078125,10156.5859375,39950.65625,30001.13671875,10144.046875,39956.0625,29998.79296875
1733462008.8562791,10419.8125,40018.484375,30009.52734375,12004.7265625,40585.4375,29939.16796875,10094.03125,40035.296875,29999.8125,10088.359375,40032.984375,29996.625
1733462008.8888192,10219.84375,39960.90625,29993.80078125,11552.265625,39757.0625,30018.48046875,10124.3359375,39985.265625,29990.91796875,10122.53125,39984.75,30001.76953125
1733462008.9108407,10094.59375,39987.171875,29991.984375,,,,,,,,,
1733462008.92172,,,,10746.25,39942.734375,30066.55078125,10079.4296875,40002.296875,30004.62890625,10079.359375,39996.359375,30003.28125
1733462008.94491,9869.1484375,40058.984375,29977.46484375,9308.921875,40392.84375,29994.3046875,9984.5546875,40025.203125,29995.30078125,9982.9375,40027.46875,29992.55859375
1733462008.9800043,9959.0078125,39936.234375,30003.7734375,9741.3203125,39620.234375,29983.55859375,10008.2265625,39970.796875,29998.08984375,10017.953125,39964.28125,29999.1328125
1733462009.0025432,9953.1953125,,,,,,,,,,,
1733462009.0135093,,39998.34375,30010.359375,9105.15625,40274.125,29956.81640625,9957.71875,40016.890625,29995.921875,9956.546875,40022.421875,29996.0859375
1733462009.0360203,10005.015625,40025.1875,30013.53515625,10204.1875,39707.734375,29987.0859375,10034.4296875,39978.328125,30006.36328125,10036.46875,39976.671875,30003.10546875
1733462009.071614,10041.390625,39973.40625,29990.28515625,10297.5625,39948.890625,30009.375,10033.2578125,39991.890625,29995.5703125,10033.65625,39992.109375,30009.8671875
1733462009.0951104,9819.90625,40059.796875,30007.62890625,8910.0859375,40465.890625,30031.67578125,9928.609375,,,,,
1733462009.1113896,,,,,,,,40036.640625,30003.140625,9927.71875,40035.140625,29993.953125
1733462009.133875,10073.078125,39937.265625,29990.9296875,10314.578125,39568.203125,30075.3984375,10020.7890625,39972.28125,30005.1796875,10029.109375,39971.6875,30005.09765625
1733462009.15639,10092.34375,39984.265625,30001.23046875,9707.359375,39990.015625,29988.328125,9995.78125,39984.046875,29996.30859375,9989.1015625,40001.1875,29996.61328125
1733462009.1897264,9840.7890625,40093.8125,29987.5078125,8304.484375,40510.671875,29902.4296875,9878.2421875,40044.453125,29999.2265625,9869.40625,40030.75,29988.5390625
